GOTIC_INSTANCE gotic_10_1_50_ex6
nbTIC 10
nbJOB 50
nbTIC 10
nbCMP 1
speed 70

#        id     x   y  t_start t_end   cmp_list
TIC	TIC_1	84	84	480	1080	1 
TIC	TIC_2	82	40	480	1080	1 
TIC	TIC_3	88	28	480	1080	1 
TIC	TIC_4	76	58	480	1080	1 
TIC	TIC_5	70	13	480	1080	1 
TIC	TIC_6	9	42	480	1080	1 
TIC	TIC_7	17	74	480	1080	1 
TIC	TIC_8	78	92	480	1080	1 
TIC	TIC_9	72	91	480	1080	1 
TIC	TIC_10	45	37	480	1080	1 

#        id     x   y    t_min t_max   C   D   d       P
JOB	JOB_1	64	83	840	929	1	60	1	100000
JOB	JOB_2	96	57	570	749	1	30	1	100000
JOB	JOB_3	79	52	0	1439	1	30	0	100000
JOB	JOB_4	18	81	480	539	1	30	1	100000
JOB	JOB_5	63	99	870	1019	1	30	1	100000
JOB	JOB_6	10	74	780	839	1	60	1	100000
JOB	JOB_7	99	97	960	1019	1	60	1	100000
JOB	JOB_8	13	73	510	569	1	60	1	100000
JOB	JOB_9	49	47	510	569	1	60	1	100000
JOB	JOB_10	15	58	0	1439	1	60	0	100000
JOB	JOB_11	47	50	0	1439	1	30	0	100000
JOB	JOB_12	99	74	810	869	1	60	1	100000
JOB	JOB_13	5	76	0	1439	1	60	0	100000
JOB	JOB_14	97	1	840	1019	1	30	1	100000
JOB	JOB_15	38	52	600	779	1	30	1	100000
JOB	JOB_16	73	97	630	779	1	30	1	100000
JOB	JOB_17	49	25	570	689	1	30	1	100000
JOB	JOB_18	98	76	480	599	1	60	1	100000
JOB	JOB_19	20	86	540	659	1	30	1	100000
JOB	JOB_20	5	26	630	749	1	30	1	100000
JOB	JOB_21	31	34	630	719	1	60	1	100000
JOB	JOB_22	25	73	0	1439	1	60	0	100000
JOB	JOB_23	84	74	630	689	1	30	1	100000
JOB	JOB_24	7	68	630	689	1	30	1	100000
JOB	JOB_25	97	18	480	599	1	30	1	100000
JOB	JOB_26	32	74	870	929	1	30	1	100000
JOB	JOB_27	92	23	0	1439	1	60	0	100000
JOB	JOB_28	96	67	510	629	1	30	1	100000
JOB	JOB_29	87	3	750	809	1	60	1	100000
JOB	JOB_30	22	29	630	779	1	30	1	100000
JOB	JOB_31	95	70	720	779	1	60	1	100000
JOB	JOB_32	30	43	510	659	1	60	1	100000
JOB	JOB_33	4	54	540	719	1	30	1	100000
JOB	JOB_34	91	22	750	929	1	60	1	100000
JOB	JOB_35	51	47	780	899	1	60	1	100000
JOB	JOB_36	77	4	0	1439	1	30	0	100000
JOB	JOB_37	13	40	690	869	1	60	1	100000
JOB	JOB_38	43	63	810	899	1	60	1	100000
JOB	JOB_39	7	30	780	959	1	30	1	100000
JOB	JOB_40	57	57	870	929	1	60	1	100000
JOB	JOB_41	1	78	720	899	1	60	1	100000
JOB	JOB_42	46	92	480	659	1	30	1	100000
JOB	JOB_43	64	90	570	689	1	30	1	100000
JOB	JOB_44	78	63	780	869	1	30	1	100000
JOB	JOB_45	12	71	900	959	1	60	1	100000
JOB	JOB_46	20	94	900	959	1	30	1	100000
JOB	JOB_47	79	39	780	929	1	60	1	100000
JOB	JOB_48	32	2	840	1019	1	60	1	100000
JOB	JOB_49	6	78	630	689	1	30	1	100000
JOB	JOB_50	77	32	600	719	1	30	1	100000

END
