GOTIC_INSTANCE gotic_15_20_40_ex2
nbTIC 15
nbJOB 40
nbTIC 15
nbCMP 20
speed 50

#        id     x   y  t_start t_end   cmp_list
TIC	TIC_1	43	76	480	1080	2 7 12 13 
TIC	TIC_2	64	67	480	1080	8 12 13 15 
TIC	TIC_3	75	71	480	1080	6 8 13 
TIC	TIC_4	56	77	480	1080	2 13 19 
TIC	TIC_5	56	71	480	1080	2 11 17 
TIC	TIC_6	27	71	480	1080	11 17 19 
TIC	TIC_7	80	58	480	1080	3 4 5 7 13 
TIC	TIC_8	44	65	480	1080	11 12 15 17 
TIC	TIC_9	88	14	480	1080	6 7 8 10 16 19 
TIC	TIC_10	68	32	480	1080	2 3 17 18 19 
TIC	TIC_11	13	47	480	1080	1 2 3 12 20 
TIC	TIC_12	89	73	480	1080	3 10 14 
TIC	TIC_13	32	45	480	1080	9 13 19 
TIC	TIC_14	88	79	480	1080	3 9 15 16 
TIC	TIC_15	46	65	480	1080	4 9 13 

#        id     x   y    t_min t_max   C   D   d       P
JOB	JOB_1	68	54	0	1469	4	30	0	100000
JOB	JOB_2	94	74	0	1469	13	60	0	100000
JOB	JOB_3	84	35	510	659	10	30	1	100000
JOB	JOB_4	72	71	660	749	11	30	1	100000
JOB	JOB_5	98	74	570	749	11	30	1	100000
JOB	JOB_6	54	2	660	809	9	60	1	100000
JOB	JOB_7	82	24	630	719	12	30	1	100000
JOB	JOB_8	81	85	900	989	3	60	1	100000
JOB	JOB_9	20	17	0	1469	10	30	0	100000
JOB	JOB_10	58	13	660	779	13	60	1	100000
JOB	JOB_11	67	79	660	839	7	60	1	100000
JOB	JOB_12	79	17	780	929	3	30	1	100000
JOB	JOB_13	64	17	660	809	9	30	1	100000
JOB	JOB_14	76	86	510	569	17	30	1	100000
JOB	JOB_15	99	72	0	1469	18	60	0	100000
JOB	JOB_16	37	63	510	659	19	60	1	100000
JOB	JOB_17	39	79	540	629	12	60	1	100000
JOB	JOB_18	74	58	570	659	1	30	1	100000
JOB	JOB_19	69	29	570	659	15	60	1	100000
JOB	JOB_20	60	16	840	929	5	60	1	100000
JOB	JOB_21	63	44	690	779	20	60	1	100000
JOB	JOB_22	55	30	780	869	4	60	1	100000
JOB	JOB_23	64	64	600	689	6	30	1	100000
JOB	JOB_24	58	77	660	809	19	60	1	100000
JOB	JOB_25	44	45	720	869	13	30	1	100000
JOB	JOB_26	35	69	720	809	9	30	1	100000
JOB	JOB_27	83	53	750	869	19	30	1	100000
JOB	JOB_28	90	9	690	869	8	60	1	100000
JOB	JOB_29	52	75	600	779	2	60	1	100000
JOB	JOB_30	34	67	780	929	10	60	1	100000
JOB	JOB_31	50	31	570	689	14	30	1	100000
JOB	JOB_32	67	80	540	719	17	30	1	100000
JOB	JOB_33	90	46	660	839	3	60	1	100000
JOB	JOB_34	99	13	570	719	9	30	1	100000
JOB	JOB_35	29	42	780	839	16	60	1	100000
JOB	JOB_36	62	4	0	1469	8	60	0	100000
JOB	JOB_37	50	83	570	659	15	30	1	100000
JOB	JOB_38	1	12	600	749	13	60	1	100000
JOB	JOB_39	89	34	540	659	3	60	1	100000
JOB	JOB_40	40	44	540	599	2	30	1	100000

END
