GOTIC_INSTANCE gotic_15_20_40_ex3
nbTIC 15
nbJOB 40
nbTIC 15
nbCMP 20
speed 50

#        id     x   y  t_start t_end   cmp_list
TIC	TIC_1	26	41	480	1080	1 3 7 
TIC	TIC_2	43	64	480	1080	1 12 14 15 17 
TIC	TIC_3	32	76	480	1080	10 13 16 18 
TIC	TIC_4	14	81	480	1080	16 
TIC	TIC_5	45	22	480	1080	5 7 15 17 
TIC	TIC_6	45	71	480	1080	4 17 19 
TIC	TIC_7	13	56	480	1080	1 2 3 13 20 
TIC	TIC_8	88	49	480	1080	2 8 9 13 19 
TIC	TIC_9	56	47	480	1080	6 12 14 17 18 19 20 
TIC	TIC_10	19	10	480	1080	11 12 15 17 
TIC	TIC_11	35	75	480	1080	8 10 
TIC	TIC_12	88	82	480	1080	3 7 8 9 17 18 
TIC	TIC_13	58	68	480	1080	15 19 
TIC	TIC_14	65	36	480	1080	3 8 11 12 16 17 
TIC	TIC_15	60	52	480	1080	8 13 16 17 

#        id     x   y    t_min t_max   C   D   d       P
JOB	JOB_1	74	85	570	749	10	60	1	100000
JOB	JOB_2	72	17	0	1469	18	30	0	100000
JOB	JOB_3	89	66	660	839	19	60	1	100000
JOB	JOB_4	77	35	750	899	18	30	1	100000
JOB	JOB_5	37	67	840	929	13	30	1	100000
JOB	JOB_6	44	99	660	779	17	30	1	100000
JOB	JOB_7	2	69	570	689	15	60	1	100000
JOB	JOB_8	17	54	690	839	17	30	1	100000
JOB	JOB_9	17	81	780	959	17	60	1	100000
JOB	JOB_10	35	79	750	869	15	60	1	100000
JOB	JOB_11	19	79	570	659	11	60	1	100000
JOB	JOB_12	53	13	840	899	20	60	1	100000
JOB	JOB_13	71	2	540	599	6	30	1	100000
JOB	JOB_14	54	77	690	839	13	30	1	100000
JOB	JOB_15	20	90	540	659	3	60	1	100000
JOB	JOB_16	60	54	750	839	8	60	1	100000
JOB	JOB_17	43	67	0	1469	10	60	0	100000
JOB	JOB_18	55	35	750	869	14	60	1	100000
JOB	JOB_19	82	52	660	779	9	30	1	100000
JOB	JOB_20	98	32	570	749	5	30	1	100000
JOB	JOB_21	88	31	600	689	20	60	1	100000
JOB	JOB_22	64	9	600	779	16	60	1	100000
JOB	JOB_23	94	74	690	809	2	60	1	100000
JOB	JOB_24	64	58	690	749	19	60	1	100000
JOB	JOB_25	100	71	750	899	16	30	1	100000
JOB	JOB_26	12	86	570	719	11	60	1	100000
JOB	JOB_27	7	30	900	989	7	30	1	100000
JOB	JOB_28	82	77	540	599	12	60	1	100000
JOB	JOB_29	34	63	690	749	16	60	1	100000
JOB	JOB_30	24	72	870	1049	8	30	1	100000
JOB	JOB_31	67	46	630	719	13	30	1	100000
JOB	JOB_32	84	75	540	689	4	30	1	100000
JOB	JOB_33	67	80	540	659	18	30	1	100000
JOB	JOB_34	13	51	870	1019	9	60	1	100000
JOB	JOB_35	42	64	0	1469	19	30	0	100000
JOB	JOB_36	29	72	540	689	8	30	1	100000
JOB	JOB_37	62	50	990	1049	2	30	1	100000
JOB	JOB_38	44	45	900	989	1	30	1	100000
JOB	JOB_39	46	39	690	779	13	60	1	100000
JOB	JOB_40	8	43	600	749	19	30	1	100000

END
