name = gotic_15_3_80_ex5;
nbCMP = 3;
speed = 80;

// Les techniciens
//       id     x     y  t_start  t_end   cmp_list
tics_data = {
  <   TIC_1    84    84      480   1080   {1 3} >
  <   TIC_2    82    40      480   1080   {1} >
  <   TIC_3    88    28      480   1080   {2 3} >
  <   TIC_4    76    58      480   1080   {1 3} >
  <   TIC_5    70    13      480   1080   {1} >
  <   TIC_6     9    42      480   1080   {1} >
  <   TIC_7    17    74      480   1080   {2} >
  <   TIC_8    78    92      480   1080   {1 3} >
  <   TIC_9    72    91      480   1080   {1 3} >
  <  TIC_10    45    37      480   1080   {2} >
  <  TIC_11     7    98      480   1080   {1 3} >
  <  TIC_12    62    75      480   1080   {1 2} >
  <  TIC_13    40    44      480   1080   {1 3} >
  <  TIC_14    38    51      480   1080   {2} >
  <  TIC_15    92    48      480   1080   {1 2 3} >
};

// Les interventions
//       id     x     y   t_min  t_max  cmp  dur day   penal
jobs_data = {
  <   JOB_1    82     7     690    869    1   60   1  100000 >
  <   JOB_2    46    97     540    719    1   30   1  100000 >
  <   JOB_3    77    70     840    899    3   30   1  100000 >
  <   JOB_4    53    98     810    929    1   60   1  100000 >
  <   JOB_5    95    84     810    929    1   30   1  100000 >
  <   JOB_6    95    45     690    779    3   60   1  100000 >
  <   JOB_7    22    79     930   1019    1   30   1  100000 >
  <   JOB_8    76    43       0   1439    1   30   0  100000 >
  <   JOB_9    34    60     540    689    1   30   1  100000 >
  <  JOB_10    83    69       0   1439    1   60   0  100000 >
  <  JOB_11    50    82     660    749    1   30   1  100000 >
  <  JOB_12    29    41     780    959    2   30   1  100000 >
  <  JOB_13    79    90     540    629    3   30   1  100000 >
  <  JOB_14    31     0     720    809    2   60   1  100000 >
  <  JOB_15    72    14     570    749    1   30   1  100000 >
  <  JOB_16    70    58     750    839    2   60   1  100000 >
  <  JOB_17    98    91     630    809    3   60   1  100000 >
  <  JOB_18    20    83     720    839    2   60   1  100000 >
  <  JOB_19    27    98     990   1049    2   30   1  100000 >
  <  JOB_20    33     9     660    749    3   30   1  100000 >
  <  JOB_21     3    33     810    959    1   60   1  100000 >
  <  JOB_22    76    56     810    959    2   60   1  100000 >
  <  JOB_23    79    48     540    629    1   30   1  100000 >
  <  JOB_24    41    98       0   1439    1   60   0  100000 >
  <  JOB_25    36     9     510    569    2   60   1  100000 >
  <  JOB_26    62    87     690    779    2   60   1  100000 >
  <  JOB_27    59    20     600    779    1   30   1  100000 >
  <  JOB_28     6    85     540    689    2   30   1  100000 >
  <  JOB_29    14    40     630    809    2   60   1  100000 >
  <  JOB_30    21    40     690    749    3   60   1  100000 >
  <  JOB_31    60    43     900    959    2   60   1  100000 >
  <  JOB_32    87    95       0   1439    2   30   0  100000 >
  <  JOB_33    66    20     870    929    3   30   1  100000 >
  <  JOB_34    16    85     570    749    3   30   1  100000 >
  <  JOB_35    95    46     510    659    1   60   1  100000 >
  <  JOB_36    17     4     810    899    2   30   1  100000 >
  <  JOB_37    49     9     540    689    1   60   1  100000 >
  <  JOB_38    46    96     630    689    1   60   1  100000 >
  <  JOB_39     7    69     540    689    2   60   1  100000 >
  <  JOB_40     6    43     480    599    2   60   1  100000 >
  <  JOB_41     1    48     690    779    1   60   1  100000 >
  <  JOB_42    38    73     660    779    3   60   1  100000 >
  <  JOB_43    57    83     840    899    1   60   1  100000 >
  <  JOB_44     2    91     480    659    1   60   1  100000 >
  <  JOB_45    90     7     630    689    3   30   1  100000 >
  <  JOB_46    58    65     570    689    2   30   1  100000 >
  <  JOB_47    73    49     480    599    3   60   1  100000 >
  <  JOB_48    62    17     540    719    3   30   1  100000 >
  <  JOB_49    56    29     780    959    1   30   1  100000 >
  <  JOB_50    45    74     570    629    2   30   1  100000 >
  <  JOB_51     7    98       0   1439    2   30   0  100000 >
  <  JOB_52    71    50     540    659    3   30   1  100000 >
  <  JOB_53    42    40     690    839    1   30   1  100000 >
  <  JOB_54    13    38     630    719    1   60   1  100000 >
  <  JOB_55    61    45     480    569    3   30   1  100000 >
  <  JOB_56     7     5     810    959    1   30   1  100000 >
  <  JOB_57    46    97     540    719    1   30   1  100000 >
  <  JOB_58    77    70     840    899    3   30   1  100000 >
  <  JOB_59    53    98     810    929    1   60   1  100000 >
  <  JOB_60    95    84     810    929    1   30   1  100000 >
  <  JOB_61    95    45     690    779    3   60   1  100000 >
  <  JOB_62    22    79     930   1019    1   30   1  100000 >
  <  JOB_63    76    43       0   1439    1   30   0  100000 >
  <  JOB_64    34    60     540    689    1   30   1  100000 >
  <  JOB_65    83    69       0   1439    1   60   0  100000 >
  <  JOB_66    50    82     660    749    1   30   1  100000 >
  <  JOB_67    29    41     780    959    2   30   1  100000 >
  <  JOB_68    79    90     540    629    3   30   1  100000 >
  <  JOB_69    31     0     720    809    2   60   1  100000 >
  <  JOB_70    72    14     570    749    1   30   1  100000 >
  <  JOB_71    70    58     750    839    2   60   1  100000 >
  <  JOB_72    98    91     630    809    3   60   1  100000 >
  <  JOB_73    20    83     720    839    2   60   1  100000 >
  <  JOB_74    27    98     990   1049    2   30   1  100000 >
  <  JOB_75    33     9     660    749    3   30   1  100000 >
  <  JOB_76     3    33     810    959    1   60   1  100000 >
  <  JOB_77    76    56     810    959    2   60   1  100000 >
  <  JOB_78    79    48     540    629    1   30   1  100000 >
  <  JOB_79    41    98       0   1439    1   60   0  100000 >
  <  JOB_80    36     9     510    569    2   60   1  100000 >
};


