name = gotic_15_1_40_ex2;
nbCMP= 1;
speed = 50;
tics_data = {
 < TIC_1 43 76 480 1080 {1 } >
 < TIC_2 64 67 480 1080 {1 } >
 < TIC_3 75 71 480 1080 {1 } >
 < TIC_4 56 77 480 1080 {1 } >
 < TIC_5 56 71 480 1080 {1 } >
 < TIC_6 27 71 480 1080 {1 } >
 < TIC_7 80 58 480 1080 {1 } >
 < TIC_8 44 65 480 1080 {1 } >
 < TIC_9 88 14 480 1080 {1 } >
 < TIC_10 68 32 480 1080 {1 } >
 < TIC_11 13 47 480 1080 {1 } >
 < TIC_12 89 73 480 1080 {1 } >
 < TIC_13 32 45 480 1080 {1 } >
 < TIC_14 88 79 480 1080 {1 } >
 < TIC_15 46 65 480 1080 {1 } >
};
jobs_data = {
 < JOB_1 68 54 0 1469 1 30 0 100000>
 < JOB_2 94 74 0 1469 1 60 0 100000>
 < JOB_3 84 35 510 659 1 30 1 100000>
 < JOB_4 72 71 660 749 1 30 1 100000>
 < JOB_5 98 74 570 749 1 30 1 100000>
 < JOB_6 54 2 660 809 1 60 1 100000>
 < JOB_7 82 24 630 719 1 30 1 100000>
 < JOB_8 81 85 900 989 1 60 1 100000>
 < JOB_9 20 17 0 1469 1 30 0 100000>
 < JOB_10 58 13 660 779 1 60 1 100000>
 < JOB_11 67 79 660 839 1 60 1 100000>
 < JOB_12 79 17 780 929 1 30 1 100000>
 < JOB_13 64 17 660 809 1 30 1 100000>
 < JOB_14 76 86 510 569 1 30 1 100000>
 < JOB_15 99 72 0 1469 1 60 0 100000>
 < JOB_16 37 63 510 659 1 60 1 100000>
 < JOB_17 39 79 540 629 1 60 1 100000>
 < JOB_18 74 58 570 659 1 30 1 100000>
 < JOB_19 69 29 570 659 1 60 1 100000>
 < JOB_20 60 16 840 929 1 60 1 100000>
 < JOB_21 63 44 690 779 1 60 1 100000>
 < JOB_22 55 30 780 869 1 60 1 100000>
 < JOB_23 64 64 600 689 1 30 1 100000>
 < JOB_24 58 77 660 809 1 60 1 100000>
 < JOB_25 44 45 720 869 1 30 1 100000>
 < JOB_26 35 69 720 809 1 30 1 100000>
 < JOB_27 83 53 750 869 1 30 1 100000>
 < JOB_28 90 9 690 869 1 60 1 100000>
 < JOB_29 52 75 600 779 1 60 1 100000>
 < JOB_30 34 67 780 929 1 60 1 100000>
 < JOB_31 50 31 570 689 1 30 1 100000>
 < JOB_32 67 80 540 719 1 30 1 100000>
 < JOB_33 90 46 660 839 1 60 1 100000>
 < JOB_34 99 13 570 719 1 30 1 100000>
 < JOB_35 29 42 780 839 1 60 1 100000>
 < JOB_36 62 4 0 1469 1 60 0 100000>
 < JOB_37 50 83 570 659 1 30 1 100000>
 < JOB_38 1 12 600 749 1 60 1 100000>
 < JOB_39 89 34 540 659 1 60 1 100000>
 < JOB_40 40 44 540 599 1 30 1 100000>
};
