name = gotic_10_1_40_ex4;
nbCMP= 2;
speed = 50;
tics_data = {
 < TIC_1 62 18 480 1080 {1 2 } >
 < TIC_2 88 73 480 1080 {1 2 } >
 < TIC_3 69 37 480 1080 {1 2 } >
 < TIC_4 60 86 480 1080 {1 2 } >
 < TIC_5 38 23 480 1080 {1 2 } >
 < TIC_6 43 23 480 1080 {1 2 } >
 < TIC_7 30 51 480 1080 {1 2 } >
 < TIC_8 58 23 480 1080 {1 2 } >
 < TIC_9 87 74 480 1080 {1 2 } >
 < TIC_10 17 17 480 1080 {1 2 } >
};
jobs_data = {
 < JOB_1 44 24 840 899 1 30 1 100000>
 < JOB_2 75 64 0 1469 1 60 0 100000>
 < JOB_3 89 100 810 929 1 60 1 100000>
 < JOB_4 84 71 750 839 2 30 1 100000>
 < JOB_5 28 51 0 1469 1 30 0 100000>
 < JOB_6 34 1 0 1469 1 30 0 100000>
 < JOB_7 67 4 0 1469 1 30 0 100000>
 < JOB_8 45 29 0 1469 1 60 0 100000>
 < JOB_9 13 46 930 1109 1 30 1 100000>
 < JOB_10 2 6 600 659 2 60 1 100000>
 < JOB_11 70 72 930 1049 2 30 1 100000>
 < JOB_12 83 17 0 1469 2 60 0 100000>
 < JOB_13 69 54 930 1019 2 30 1 100000>
 < JOB_14 29 44 0 1469 2 30 0 100000>
 < JOB_15 44 7 0 1469 2 60 0 100000>
 < JOB_16 44 22 600 689 1 60 1 100000>
 < JOB_17 74 31 780 959 2 30 1 100000>
 < JOB_18 98 83 600 689 1 60 1 100000>
 < JOB_19 55 70 0 1469 1 60 0 100000>
 < JOB_20 30 91 720 839 2 60 1 100000>
 < JOB_21 54 47 540 659 2 30 1 100000>
 < JOB_22 59 80 810 869 1 60 1 100000>
 < JOB_23 34 40 720 839 2 60 1 100000>
 < JOB_24 43 44 510 629 2 30 1 100000>
 < JOB_25 77 87 510 629 2 60 1 100000>
 < JOB_26 80 99 780 869 1 30 1 100000>
 < JOB_27 82 66 900 1079 1 60 1 100000>
 < JOB_28 42 76 810 959 1 60 1 100000>
 < JOB_29 47 45 540 689 2 60 1 100000>
 < JOB_30 94 99 540 599 1 60 1 100000>
 < JOB_31 54 49 0 1469 2 60 0 100000>
 < JOB_32 98 83 630 719 1 60 1 100000>
 < JOB_33 46 97 570 629 1 30 1 100000>
 < JOB_34 88 81 0 1469 1 30 0 100000>
 < JOB_35 10 70 570 659 2 60 1 100000>
 < JOB_36 43 22 540 689 1 60 1 100000>
 < JOB_37 97 62 510 599 2 60 1 100000>
 < JOB_38 60 43 0 1469 2 60 0 100000>
 < JOB_39 36 50 630 719 2 30 1 100000>
 < JOB_40 5 43 720 779 1 30 1 100000>
};
