name = gotic_3_1_10_ex4;
nbCMP= 1;
speed = 50;
tics_data = {
 < TIC_1 82 84 480 1080 {1 } >
 < TIC_2 78 15 480 1080 {1 } >
 < TIC_3 89 69 480 1080 {1 } >
};
jobs_data = {
 < JOB_1 60 34 0 1469 1 90 0 100000>
 < JOB_2 40 8 600 779 1 30 1 100000>
 < JOB_3 17 32 900 1019 1 30 1 100000>
 < JOB_4 34 31 0 1469 1 90 0 100000>
 < JOB_5 72 11 510 629 1 90 1 100000>
 < JOB_6 23 28 780 869 1 60 1 100000>
 < JOB_7 56 21 630 689 1 90 1 100000>
 < JOB_8 52 46 840 959 1 30 1 100000>
 < JOB_9 25 95 720 899 1 60 1 100000>
 < JOB_10 29 98 750 839 1 30 1 100000>
};
