name = gotic_10_10_40_ex2;
nbCMP= 10;
speed = 50;
tics_data = {
 < TIC_1 43 76 480 1080 {2 3 7 } >
 < TIC_2 64 67 480 1080 {2 3 5 8 } >
 < TIC_3 75 71 480 1080 {3 6 8 } >
 < TIC_4 56 77 480 1080 {2 3 9 } >
 < TIC_5 56 71 480 1080 {1 2 7 } >
 < TIC_6 27 71 480 1080 {1 7 9 } >
 < TIC_7 80 58 480 1080 {3 4 5 7 } >
 < TIC_8 44 65 480 1080 {1 2 5 7 } >
 < TIC_9 88 14 480 1080 {6 7 8 9 10 } >
 < TIC_10 68 32 480 1080 {2 3 7 8 9 } >
};
jobs_data = {
 < JOB_1 68 54 0 1469 4 30 0 100000>
 < JOB_2 94 74 0 1469 3 60 0 100000>
 < JOB_3 84 35 510 659 10 30 1 100000>
 < JOB_4 72 71 660 749 1 30 1 100000>
 < JOB_5 98 74 570 749 1 30 1 100000>
 < JOB_6 54 2 660 809 9 60 1 100000>
 < JOB_7 82 24 630 719 2 30 1 100000>
 < JOB_8 81 85 900 989 3 60 1 100000>
 < JOB_9 20 17 0 1469 10 30 0 100000>
 < JOB_10 58 13 660 779 3 60 1 100000>
 < JOB_11 67 79 660 839 7 60 1 100000>
 < JOB_12 79 17 780 929 3 30 1 100000>
 < JOB_13 64 17 660 809 9 30 1 100000>
 < JOB_14 76 86 510 569 7 30 1 100000>
 < JOB_15 99 72 0 1469 8 60 0 100000>
 < JOB_16 37 63 510 659 9 60 1 100000>
 < JOB_17 39 79 540 629 2 60 1 100000>
 < JOB_18 74 58 570 659 1 30 1 100000>
 < JOB_19 69 29 570 659 5 60 1 100000>
 < JOB_20 60 16 840 929 5 60 1 100000>
 < JOB_21 63 44 690 779 10 60 1 100000>
 < JOB_22 55 30 780 869 4 60 1 100000>
 < JOB_23 64 64 600 689 6 30 1 100000>
 < JOB_24 58 77 660 809 9 60 1 100000>
 < JOB_25 44 45 720 869 3 30 1 100000>
 < JOB_26 35 69 720 809 9 30 1 100000>
 < JOB_27 83 53 750 869 9 30 1 100000>
 < JOB_28 90 9 690 869 8 60 1 100000>
 < JOB_29 52 75 600 779 2 60 1 100000>
 < JOB_30 34 67 780 929 10 60 1 100000>
 < JOB_31 50 31 570 689 4 30 1 100000>
 < JOB_32 67 80 540 719 7 30 1 100000>
 < JOB_33 90 46 660 839 3 60 1 100000>
 < JOB_34 99 13 570 719 9 30 1 100000>
 < JOB_35 29 42 780 839 6 60 1 100000>
 < JOB_36 62 4 0 1469 8 60 0 100000>
 < JOB_37 50 83 570 659 5 30 1 100000>
 < JOB_38 1 12 600 749 3 60 1 100000>
 < JOB_39 89 34 540 659 3 60 1 100000>
 < JOB_40 40 44 540 599 2 30 1 100000>
};
