name = gotic_3_5_10_ex4;
// nbTIC = 3;
// nbJOB = 10;
nbCMP = 5;
speed = 50;

// Les techniciens
//       id     x     y  t_start  t_end   cmp_list
tics_data = {
  <   TIC_1    82    84      480   1080   {3 4 5} >
  <   TIC_2    78    15      480   1080   {2 3 5} >
  <   TIC_3    89    69      480   1080   {1 2 4} >
};

// Les interventions
//       id     x     y   t_min  t_max  cmp  dur day   penal
jobs_data = {
  <   JOB_1    60    34       0   1469    5   90   0    100000 >
  <   JOB_2    40     8     600    779    4   30   1    100000 >
  <   JOB_3    17    32     900   1019    2   30   1    100000 >
  <   JOB_4    34    31       0   1469    4   90   0    100000 >
  <   JOB_5    72    11     510    629    2   90   1    100000 >
  <   JOB_6    23    28     780    869    2   60   1    100000 >
  <   JOB_7    56    21     630    689    1   90   1    100000 >
  <   JOB_8    52    46     840    959    3   30   1    100000 >
  <   JOB_9    25    95     720    899    5   60   1    100000 >
  <  JOB_10    29    98     750    839    3   30   1    100000 >
};

