name = gotic_10_1_50_ex5;
nbCMP= 1;
speed = 70;
tics_data = {
 < TIC_1 84 84 480 1080 {1 } >
 < TIC_2 82 40 480 1080 {1 } >
 < TIC_3 88 28 480 1080 {1 } >
 < TIC_4 76 58 480 1080 {1 } >
 < TIC_5 70 13 480 1080 {1 } >
 < TIC_6 9 42 480 1080 {1 } >
 < TIC_7 17 74 480 1080 {1 } >
 < TIC_8 78 92 480 1080 {1 } >
 < TIC_9 72 91 480 1080 {1 } >
 < TIC_10 45 37 480 1080 {1 } >
};
jobs_data = {
 < JOB_1 64 83 840 929 1 60 1 100000>
 < JOB_2 96 57 570 749 1 30 1 100000>
 < JOB_3 79 52 0 1439 1 30 0 100000>
 < JOB_4 18 81 480 539 1 30 1 100000>
 < JOB_5 63 99 870 1019 1 30 1 100000>
 < JOB_6 10 74 780 839 1 60 1 100000>
 < JOB_7 99 97 960 1019 1 60 1 100000>
 < JOB_8 13 73 510 569 1 60 1 100000>
 < JOB_9 49 47 510 569 1 60 1 100000>
 < JOB_10 15 58 0 1439 1 60 0 100000>
 < JOB_11 47 50 0 1439 1 30 0 100000>
 < JOB_12 99 74 810 869 1 60 1 100000>
 < JOB_13 5 76 0 1439 1 60 0 100000>
 < JOB_14 97 1 840 1019 1 30 1 100000>
 < JOB_15 38 52 600 779 1 30 1 100000>
 < JOB_16 73 97 630 779 1 30 1 100000>
 < JOB_17 49 25 570 689 1 30 1 100000>
 < JOB_18 98 76 480 599 1 60 1 100000>
 < JOB_19 20 86 540 659 1 30 1 100000>
 < JOB_20 5 26 630 749 1 30 1 100000>
 < JOB_21 31 34 630 719 1 60 1 100000>
 < JOB_22 25 73 0 1439 1 60 0 100000>
 < JOB_23 84 74 630 689 1 30 1 100000>
 < JOB_24 7 68 630 689 1 30 1 100000>
 < JOB_25 97 18 480 599 1 30 1 100000>
 < JOB_26 60 43 900 959 1 60 1 100000>
 < JOB_27 87 95 0 1439 1 30 0 100000>
 < JOB_28 66 20 870 929 1 30 1 100000>
 < JOB_29 16 85 570 749 1 30 1 100000>
 < JOB_30 95 46 510 659 1 60 1 100000>
 < JOB_31 17 4 810 899 1 30 1 100000>
 < JOB_32 49 9 540 689 1 60 1 100000>
 < JOB_33 46 96 630 689 1 60 1 100000>
 < JOB_34 7 69 540 689 1 60 1 100000>
 < JOB_35 6 43 480 599 1 60 1 100000>
 < JOB_36 1 48 690 779 1 60 1 100000>
 < JOB_37 38 73 660 779 1 60 1 100000>
 < JOB_38 57 83 840 899 1 60 1 100000>
 < JOB_39 2 91 480 659 1 60 1 100000>
 < JOB_40 90 7 630 689 1 30 1 100000>
 < JOB_41 58 65 570 689 1 30 1 100000>
 < JOB_42 73 49 480 599 1 60 1 100000>
 < JOB_43 62 17 540 719 1 30 1 100000>
 < JOB_44 56 29 780 959 1 30 1 100000>
 < JOB_45 45 74 570 629 1 30 1 100000>
 < JOB_46 35 70 810 869 1 30 1 100000>
 < JOB_47 5 85 0 1439 1 60 0 100000>
 < JOB_48 88 41 0 1439 1 30 0 100000>
 < JOB_49 56 41 570 689 1 60 1 100000>
 < JOB_50 94 15 0 1439 1 60 0 100000>
};
